skuCode,partnerName,region,sellerPrice
BZ-SKU-0108612,RANI LIFE STYLE,Gujarat,243.1
BZ-SKU-0108613,RANI LIFE STYLE,Gujarat,243.1
BZ-SKU-0108614,RANI LIFE STYLE,Gujarat,243.1
